id,title,price,rating,in_stock,category,scraped_at
636,1st to Die (Women's Murder Club #1),53.98,1,1,Mystery,2026-03-07 11:59:52.831920
637,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,1,Science_Fiction,2026-03-07 11:59:53.541524
638,Join,35.67,5,1,Science_Fiction,2026-03-07 11:59:53.544336
639,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,1,Science_Fiction,2026-03-07 11:59:53.544740
640,The Project,10.65,1,1,Science_Fiction,2026-03-07 11:59:53.545048
641,Soft Apocalypse,26.12,2,1,Science_Fiction,2026-03-07 11:59:53.545359
642,Sleeping Giants (Themis Files #1),48.74,1,1,Science_Fiction,2026-03-07 11:59:53.545643
643,Arena,21.36,4,1,Science_Fiction,2026-03-07 11:59:53.545923
644,Foundation (Foundation (Publication Order) #1),32.42,1,1,Science_Fiction,2026-03-07 11:59:53.546208
645,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,1,Science_Fiction,2026-03-07 11:59:53.546484
646,Ready Player One,19.07,4,1,Science_Fiction,2026-03-07 11:59:53.546763
647,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,1,Science_Fiction,2026-03-07 11:59:53.547044
648,Dune (Dune #1),54.86,1,1,Science_Fiction,2026-03-07 11:59:53.547328
649,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,1,Science_Fiction,2026-03-07 11:59:53.547608
650,Three Wishes (River of Time: California #1),44.18,2,1,Science_Fiction,2026-03-07 11:59:53.547885
651,The Last Girl (The Dominion Trilogy #1),36.26,2,1,Science_Fiction,2026-03-07 11:59:53.548163
652,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,1,Science_Fiction,2026-03-07 11:59:53.548439
653,Sapiens: A Brief History of Humankind,54.23,5,1,History,2026-03-07 11:59:54.249842
654,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,1,History,2026-03-07 11:59:54.252556
655,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,1,History,2026-03-07 11:59:54.252885
656,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,1,History,2026-03-07 11:59:54.253155
657,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,1,History,2026-03-07 11:59:54.253417
658,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,1,History,2026-03-07 11:59:54.253675
659,A Distant Mirror: The Calamitous 14th Century,14.58,3,1,History,2026-03-07 11:59:54.253941
660,1491: New Revelations of the Americas Before Columbus,21.8,3,1,History,2026-03-07 11:59:54.254224
661,Brilliant Beacons: A History of the American Lighthouse,11.45,3,1,History,2026-03-07 11:59:54.254494
662,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,1,History,2026-03-07 11:59:54.254753
663,A Short History of Nearly Everything,52.4,5,1,History,2026-03-07 11:59:54.255015
664,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,1,History,2026-03-07 11:59:54.255274
665,Catherine the Great: Portrait of a Woman,58.55,4,1,History,2026-03-07 11:59:54.255538
666,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,1,History,2026-03-07 11:59:54.255826
667,The Hiding Place,55.91,4,1,History,2026-03-07 11:59:54.256245
668,America's War for the Greater Middle East: A Military History,51.22,2,1,History,2026-03-07 11:59:54.256512
669,The Guns of August,14.54,2,1,History,2026-03-07 11:59:54.256773
670,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,1,History,2026-03-07 11:59:54.257038
671,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,1,Sports_And_Games,2026-03-07 12:02:37.423493
672,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,1,Sports_And_Games,2026-03-07 12:02:37.425462
673,Sugar Rush (Offensive Line #2),24.42,1,1,Sports_And_Games,2026-03-07 12:02:37.425801
674,Settling the Score (The Summer Games #1),44.91,2,1,Sports_And_Games,2026-03-07 12:02:37.426120
675,Icing (Aces Hockey #2),40.44,4,1,Sports_And_Games,2026-03-07 12:02:37.426410
676,It's Only the Himalayas,45.17,2,1,Travel,2026-03-07 12:02:38.031318
677,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,1,Travel,2026-03-07 12:02:38.033380
678,See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,1,Travel,2026-03-07 12:02:38.033734
679,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,1,Travel,2026-03-07 12:02:38.034035
680,Under the Tuscan Sun,37.33,3,1,Travel,2026-03-07 12:02:38.034334
681,A Summer In Europe,44.34,2,1,Travel,2026-03-07 12:02:38.034631
682,The Great Railway Bazaar,30.54,1,1,Travel,2026-03-07 12:02:38.034918
683,A Year in Provence (Provence #1),56.88,4,1,Travel,2026-03-07 12:02:38.035223
684,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,1,Travel,2026-03-07 12:02:38.035517
685,Neither Here nor There: Travels in Europe,38.95,3,1,Travel,2026-03-07 12:02:38.035812
686,"1,000 Places to See Before You Die",26.08,5,1,Travel,2026-03-07 12:02:38.036096
687,Sharp Objects,47.82,4,1,Mystery,2026-03-07 12:02:38.645151
688,"In a Dark, Dark Wood",19.63,1,1,Mystery,2026-03-07 12:02:38.647985
689,The Past Never Ends,56.5,4,1,Mystery,2026-03-07 12:02:38.648335
690,A Murder in Time,16.64,1,1,Mystery,2026-03-07 12:02:38.648743
691,The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,1,Mystery,2026-03-07 12:02:38.649411
692,The Last Mile (Amos Decker #2),54.21,2,1,Mystery,2026-03-07 12:02:38.649999
693,That Darkness (Gardiner and Renner #1),13.92,1,1,Mystery,2026-03-07 12:02:38.650558
694,Tastes Like Fear (DI Marnie Rome #3),10.69,1,1,Mystery,2026-03-07 12:02:38.651052
695,A Time of Torment (Charlie Parker #14),48.35,5,1,Mystery,2026-03-07 12:02:38.651424
696,A Study in Scarlet (Sherlock Holmes #1),16.73,2,1,Mystery,2026-03-07 12:02:38.651767
697,Poisonous (Max Revere Novels #3),26.8,3,1,Mystery,2026-03-07 12:02:38.652091
698,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,1,Mystery,2026-03-07 12:02:38.652453
699,Most Wanted,35.28,3,1,Mystery,2026-03-07 12:02:38.652801
700,Hide Away (Eve Duncan #20),11.84,1,1,Mystery,2026-03-07 12:02:38.653124
701,Boar Island (Anna Pigeon #19),59.48,3,1,Mystery,2026-03-07 12:02:38.653459
702,The Widow,27.26,2,1,Mystery,2026-03-07 12:02:38.653777
703,Playing with Fire,13.71,3,1,Mystery,2026-03-07 12:02:38.654102
704,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,1,Mystery,2026-03-07 12:02:38.654422
705,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,1,Mystery,2026-03-07 12:02:38.654747
706,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,1,Mystery,2026-03-07 12:02:38.655058
707,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,1,Mystery,2026-03-07 12:02:39.257531
708,In the Woods (Dublin Murder Squad #1),38.38,2,1,Mystery,2026-03-07 12:02:39.260594
709,The Silkworm (Cormoran Strike #2),23.05,5,1,Mystery,2026-03-07 12:02:39.260926
710,The Exiled,43.45,3,1,Mystery,2026-03-07 12:02:39.261343
711,The Cuckoo's Calling (Cormoran Strike #1),19.21,1,1,Mystery,2026-03-07 12:02:39.261683
712,Extreme Prey (Lucas Davenport #26),25.4,3,1,Mystery,2026-03-07 12:02:39.261973
713,Career of Evil (Cormoran Strike #3),24.72,2,1,Mystery,2026-03-07 12:02:39.262260
714,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,1,Mystery,2026-03-07 12:02:39.262544
715,The Girl You Lost,12.29,5,1,Mystery,2026-03-07 12:02:39.262829
716,The Girl In The Ice (DCI Erika Foster #1),15.85,3,1,Mystery,2026-03-07 12:02:39.263112
717,Blood Defense (Samantha Brinkman #1),20.3,3,1,Mystery,2026-03-07 12:02:39.263398
718,1st to Die (Women's Murder Club #1),53.98,1,1,Mystery,2026-03-07 12:02:39.263687
719,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,1,Sports_And_Games,2026-03-07 12:03:26.976359
720,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,1,Sports_And_Games,2026-03-07 12:03:26.979519
721,Sugar Rush (Offensive Line #2),24.42,1,1,Sports_And_Games,2026-03-07 12:03:26.979923
722,Settling the Score (The Summer Games #1),44.91,2,1,Sports_And_Games,2026-03-07 12:03:26.980296
723,Icing (Aces Hockey #2),40.44,4,1,Sports_And_Games,2026-03-07 12:03:26.980670
724,It's Only the Himalayas,45.17,2,1,Travel,2026-03-07 12:03:27.587872
725,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,1,Travel,2026-03-07 12:03:27.590813
726,See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,1,Travel,2026-03-07 12:03:27.591186
727,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,1,Travel,2026-03-07 12:03:27.591512
728,Under the Tuscan Sun,37.33,3,1,Travel,2026-03-07 12:03:27.591817
729,A Summer In Europe,44.34,2,1,Travel,2026-03-07 12:03:27.592094
730,The Great Railway Bazaar,30.54,1,1,Travel,2026-03-07 12:03:27.592356
731,A Year in Provence (Provence #1),56.88,4,1,Travel,2026-03-07 12:03:27.592638
732,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,1,Travel,2026-03-07 12:03:27.592920
733,Neither Here nor There: Travels in Europe,38.95,3,1,Travel,2026-03-07 12:03:27.593183
734,"1,000 Places to See Before You Die",26.08,5,1,Travel,2026-03-07 12:03:27.593444
735,Sharp Objects,47.82,4,1,Mystery,2026-03-07 12:03:28.200170
736,"In a Dark, Dark Wood",19.63,1,1,Mystery,2026-03-07 12:03:28.201837
737,The Past Never Ends,56.5,4,1,Mystery,2026-03-07 12:03:28.202146
738,A Murder in Time,16.64,1,1,Mystery,2026-03-07 12:03:28.202426
739,The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,1,Mystery,2026-03-07 12:03:28.202701
740,The Last Mile (Amos Decker #2),54.21,2,1,Mystery,2026-03-07 12:03:28.202970
741,That Darkness (Gardiner and Renner #1),13.92,1,1,Mystery,2026-03-07 12:03:28.203244
742,Tastes Like Fear (DI Marnie Rome #3),10.69,1,1,Mystery,2026-03-07 12:03:28.203506
743,A Time of Torment (Charlie Parker #14),48.35,5,1,Mystery,2026-03-07 12:03:28.203772
744,A Study in Scarlet (Sherlock Holmes #1),16.73,2,1,Mystery,2026-03-07 12:03:28.204037
745,Poisonous (Max Revere Novels #3),26.8,3,1,Mystery,2026-03-07 12:03:28.204300
746,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,1,Mystery,2026-03-07 12:03:28.204562
747,Most Wanted,35.28,3,1,Mystery,2026-03-07 12:03:28.204823
748,Hide Away (Eve Duncan #20),11.84,1,1,Mystery,2026-03-07 12:03:28.205094
749,Boar Island (Anna Pigeon #19),59.48,3,1,Mystery,2026-03-07 12:03:28.205355
750,The Widow,27.26,2,1,Mystery,2026-03-07 12:03:28.205624
751,Playing with Fire,13.71,3,1,Mystery,2026-03-07 12:03:28.205937
752,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,1,Mystery,2026-03-07 12:03:28.206242
753,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,1,Mystery,2026-03-07 12:03:28.206543
754,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,1,Mystery,2026-03-07 12:03:28.207013
755,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,1,Mystery,2026-03-07 12:03:28.811584
756,In the Woods (Dublin Murder Squad #1),38.38,2,1,Mystery,2026-03-07 12:03:28.814575
757,The Silkworm (Cormoran Strike #2),23.05,5,1,Mystery,2026-03-07 12:03:28.814947
758,The Exiled,43.45,3,1,Mystery,2026-03-07 12:03:28.815260
759,The Cuckoo's Calling (Cormoran Strike #1),19.21,1,1,Mystery,2026-03-07 12:03:28.815575
760,Extreme Prey (Lucas Davenport #26),25.4,3,1,Mystery,2026-03-07 12:03:28.815914
761,Career of Evil (Cormoran Strike #3),24.72,2,1,Mystery,2026-03-07 12:03:28.816247
762,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,1,Mystery,2026-03-07 12:03:28.816554
763,The Girl You Lost,12.29,5,1,Mystery,2026-03-07 12:03:28.817071
764,The Girl In The Ice (DCI Erika Foster #1),15.85,3,1,Mystery,2026-03-07 12:03:28.817372
765,Blood Defense (Samantha Brinkman #1),20.3,3,1,Mystery,2026-03-07 12:03:28.817860
766,1st to Die (Women's Murder Club #1),53.98,1,1,Mystery,2026-03-07 12:03:28.818334
767,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,1,Science_Fiction,2026-03-07 12:03:29.428501
768,Join,35.67,5,1,Science_Fiction,2026-03-07 12:03:29.431518
769,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,1,Science_Fiction,2026-03-07 12:03:29.431930
770,The Project,10.65,1,1,Science_Fiction,2026-03-07 12:03:29.432275
771,Soft Apocalypse,26.12,2,1,Science_Fiction,2026-03-07 12:03:29.432610
772,Sleeping Giants (Themis Files #1),48.74,1,1,Science_Fiction,2026-03-07 12:03:29.432957
773,Arena,21.36,4,1,Science_Fiction,2026-03-07 12:03:29.433288
774,Foundation (Foundation (Publication Order) #1),32.42,1,1,Science_Fiction,2026-03-07 12:03:29.433617
775,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,1,Science_Fiction,2026-03-07 12:03:29.433940
776,Ready Player One,19.07,4,1,Science_Fiction,2026-03-07 12:03:29.434263
777,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,1,Science_Fiction,2026-03-07 12:03:29.434593
778,Dune (Dune #1),54.86,1,1,Science_Fiction,2026-03-07 12:03:29.434911
779,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,1,Science_Fiction,2026-03-07 12:03:29.435231
780,Three Wishes (River of Time: California #1),44.18,2,1,Science_Fiction,2026-03-07 12:03:29.435550
781,The Last Girl (The Dominion Trilogy #1),36.26,2,1,Science_Fiction,2026-03-07 12:03:29.435865
782,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,1,Science_Fiction,2026-03-07 12:03:29.436182
783,Sapiens: A Brief History of Humankind,54.23,5,1,History,2026-03-07 12:03:30.044718
784,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,1,History,2026-03-07 12:03:30.047688
785,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,1,History,2026-03-07 12:03:30.048065
786,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,1,History,2026-03-07 12:03:30.048377
787,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,1,History,2026-03-07 12:03:30.048658
788,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,1,History,2026-03-07 12:03:30.048967
789,A Distant Mirror: The Calamitous 14th Century,14.58,3,1,History,2026-03-07 12:03:30.049238
790,1491: New Revelations of the Americas Before Columbus,21.8,3,1,History,2026-03-07 12:03:30.049510
791,Brilliant Beacons: A History of the American Lighthouse,11.45,3,1,History,2026-03-07 12:03:30.049784
792,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,1,History,2026-03-07 12:03:30.050214
793,A Short History of Nearly Everything,52.4,5,1,History,2026-03-07 12:03:30.050485
794,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,1,History,2026-03-07 12:03:30.050751
795,Catherine the Great: Portrait of a Woman,58.55,4,1,History,2026-03-07 12:03:30.051039
796,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,1,History,2026-03-07 12:03:30.051313
797,The Hiding Place,55.91,4,1,History,2026-03-07 12:03:30.051576
798,America's War for the Greater Middle East: A Military History,51.22,2,1,History,2026-03-07 12:03:30.051847
799,The Guns of August,14.54,2,1,History,2026-03-07 12:03:30.052131
800,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,1,History,2026-03-07 12:03:30.052402
801,Birdsong: A Story in Pictures,54.64,3,1,Childrens,2026-03-07 12:03:30.661293
802,The Bear and the Piano,36.89,1,1,Childrens,2026-03-07 12:03:30.664438
803,The Secret of Dreadwillow Carse,56.13,1,1,Childrens,2026-03-07 12:03:30.664800
804,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,4,1,Childrens,2026-03-07 12:03:30.665118
805,Little Red,13.47,3,1,Childrens,2026-03-07 12:03:30.665413
806,Walt Disney's Alice in Wonderland,12.96,5,1,Childrens,2026-03-07 12:03:30.665902
807,Twenty Yawns,22.08,2,1,Childrens,2026-03-07 12:03:30.666541
808,Rain Fish,23.57,3,1,Childrens,2026-03-07 12:03:30.667163
809,Once Was a Time,18.28,2,1,Childrens,2026-03-07 12:03:30.667661
810,Luis Paints the World,53.95,3,1,Childrens,2026-03-07 12:03:30.668160
811,Nap-a-Roo,25.08,1,1,Childrens,2026-03-07 12:03:30.668617
812,The Whale,35.96,4,1,Childrens,2026-03-07 12:03:30.669061
813,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,1,Childrens,2026-03-07 12:03:30.669616
814,Raymie Nightingale,34.41,2,1,Childrens,2026-03-07 12:03:30.669946
815,Playing from the Heart,32.38,1,1,Childrens,2026-03-07 12:03:30.670237
816,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,1,Childrens,2026-03-07 12:03:30.670527
817,The Wild Robot,56.07,3,1,Childrens,2026-03-07 12:03:30.670816
818,The Thing About Jellyfish,48.77,1,1,Childrens,2026-03-07 12:03:30.671102
819,The Lonely Ones,43.59,5,1,Childrens,2026-03-07 12:03:30.671413
820,The Day the Crayons Came Home (Crayons),26.33,5,1,Childrens,2026-03-07 12:03:30.671723
821,The Cat in the Hat (Beginner Books B-1),16.26,2,1,Childrens,2026-03-07 12:03:31.138504
822,Red: The True Story of Red Riding Hood,28.54,3,1,Childrens,2026-03-07 12:03:31.141532
823,Horrible Bear!,37.52,2,1,Childrens,2026-03-07 12:03:31.141990
824,Green Eggs and Ham (Beginner Books B-16),10.79,4,1,Childrens,2026-03-07 12:03:31.142350
825,Counting Thyme,10.62,1,1,Childrens,2026-03-07 12:03:31.142674
826,Are We There Yet?,10.66,3,1,Childrens,2026-03-07 12:03:31.142971
827,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,1,Childrens,2026-03-07 12:03:31.143255
828,Matilda,28.34,1,1,Childrens,2026-03-07 12:03:31.143555
829,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,1,Childrens,2026-03-07 12:03:31.143838
830,Sophie's World,15.94,5,1,Philosophy,2026-03-07 12:03:31.738192
831,The Death of Humanity: and the Case for Life,58.11,4,1,Philosophy,2026-03-07 12:03:31.741090
832,The Stranger,17.44,4,1,Philosophy,2026-03-07 12:03:31.741546
833,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,1,Philosophy,2026-03-07 12:03:31.741895
834,Kierkegaard: A Christian Missionary to Christians,47.13,1,1,Philosophy,2026-03-07 12:03:31.742228
835,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,1,Philosophy,2026-03-07 12:03:31.742540
836,Critique of Pure Reason,20.75,1,1,Philosophy,2026-03-07 12:03:31.743020
837,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,1,Philosophy,2026-03-07 12:03:31.743336
838,The Nicomachean Ethics,36.34,1,1,Philosophy,2026-03-07 12:03:31.743663
839,Meditations,25.89,2,1,Philosophy,2026-03-07 12:03:31.744011
840,Beyond Good and Evil,43.38,1,1,Philosophy,2026-03-07 12:03:31.744336
841,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,1,Sports_And_Games,2026-03-07 12:04:40.507185
842,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,1,Sports_And_Games,2026-03-07 12:04:40.510328
843,Sugar Rush (Offensive Line #2),24.42,1,1,Sports_And_Games,2026-03-07 12:04:40.510650
844,Settling the Score (The Summer Games #1),44.91,2,1,Sports_And_Games,2026-03-07 12:04:40.510932
845,Icing (Aces Hockey #2),40.44,4,1,Sports_And_Games,2026-03-07 12:04:40.511218
846,It's Only the Himalayas,45.17,2,1,Travel,2026-03-07 12:04:41.197527
847,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,1,Travel,2026-03-07 12:04:41.200568
848,See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,1,Travel,2026-03-07 12:04:41.200893
849,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,1,Travel,2026-03-07 12:04:41.201181
850,Under the Tuscan Sun,37.33,3,1,Travel,2026-03-07 12:04:41.201465
851,A Summer In Europe,44.34,2,1,Travel,2026-03-07 12:04:41.201723
852,The Great Railway Bazaar,30.54,1,1,Travel,2026-03-07 12:04:41.201994
853,A Year in Provence (Provence #1),56.88,4,1,Travel,2026-03-07 12:04:41.202252
854,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,1,Travel,2026-03-07 12:04:41.202511
855,Neither Here nor There: Travels in Europe,38.95,3,1,Travel,2026-03-07 12:04:41.202766
856,"1,000 Places to See Before You Die",26.08,5,1,Travel,2026-03-07 12:04:41.203020
857,Sharp Objects,47.82,4,1,Mystery,2026-03-07 12:04:41.836885
858,"In a Dark, Dark Wood",19.63,1,1,Mystery,2026-03-07 12:04:41.840104
859,The Past Never Ends,56.5,4,1,Mystery,2026-03-07 12:04:41.840426
860,A Murder in Time,16.64,1,1,Mystery,2026-03-07 12:04:41.840693
861,The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,1,Mystery,2026-03-07 12:04:41.840953
862,The Last Mile (Amos Decker #2),54.21,2,1,Mystery,2026-03-07 12:04:41.841215
863,That Darkness (Gardiner and Renner #1),13.92,1,1,Mystery,2026-03-07 12:04:41.841484
864,Tastes Like Fear (DI Marnie Rome #3),10.69,1,1,Mystery,2026-03-07 12:04:41.841741
865,A Time of Torment (Charlie Parker #14),48.35,5,1,Mystery,2026-03-07 12:04:41.841998
866,A Study in Scarlet (Sherlock Holmes #1),16.73,2,1,Mystery,2026-03-07 12:04:41.842255
867,Poisonous (Max Revere Novels #3),26.8,3,1,Mystery,2026-03-07 12:04:41.842512
868,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,1,Mystery,2026-03-07 12:04:41.842769
869,Most Wanted,35.28,3,1,Mystery,2026-03-07 12:04:41.843023
870,Hide Away (Eve Duncan #20),11.84,1,1,Mystery,2026-03-07 12:04:41.843284
871,Boar Island (Anna Pigeon #19),59.48,3,1,Mystery,2026-03-07 12:04:41.843539
872,The Widow,27.26,2,1,Mystery,2026-03-07 12:04:41.843795
873,Playing with Fire,13.71,3,1,Mystery,2026-03-07 12:04:41.844050
874,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,1,Mystery,2026-03-07 12:04:41.844304
875,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,1,Mystery,2026-03-07 12:04:41.844559
876,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,1,Mystery,2026-03-07 12:04:41.844815
877,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,1,Mystery,2026-03-07 12:04:42.464548
878,In the Woods (Dublin Murder Squad #1),38.38,2,1,Mystery,2026-03-07 12:04:42.467483
879,The Silkworm (Cormoran Strike #2),23.05,5,1,Mystery,2026-03-07 12:04:42.467785
880,The Exiled,43.45,3,1,Mystery,2026-03-07 12:04:42.468057
881,The Cuckoo's Calling (Cormoran Strike #1),19.21,1,1,Mystery,2026-03-07 12:04:42.468330
882,Extreme Prey (Lucas Davenport #26),25.4,3,1,Mystery,2026-03-07 12:04:42.468593
883,Career of Evil (Cormoran Strike #3),24.72,2,1,Mystery,2026-03-07 12:04:42.468854
884,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,1,Mystery,2026-03-07 12:04:42.469113
885,The Girl You Lost,12.29,5,1,Mystery,2026-03-07 12:04:42.469376
886,The Girl In The Ice (DCI Erika Foster #1),15.85,3,1,Mystery,2026-03-07 12:04:42.469629
887,Blood Defense (Samantha Brinkman #1),20.3,3,1,Mystery,2026-03-07 12:04:42.469909
888,1st to Die (Women's Murder Club #1),53.98,1,1,Mystery,2026-03-07 12:04:42.470190
889,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,1,Science_Fiction,2026-03-07 12:04:43.085459
890,Join,35.67,5,1,Science_Fiction,2026-03-07 12:04:43.088311
891,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,1,Science_Fiction,2026-03-07 12:04:43.088616
892,The Project,10.65,1,1,Science_Fiction,2026-03-07 12:04:43.088889
893,Soft Apocalypse,26.12,2,1,Science_Fiction,2026-03-07 12:04:43.089159
894,Sleeping Giants (Themis Files #1),48.74,1,1,Science_Fiction,2026-03-07 12:04:43.089433
895,Arena,21.36,4,1,Science_Fiction,2026-03-07 12:04:43.089710
896,Foundation (Foundation (Publication Order) #1),32.42,1,1,Science_Fiction,2026-03-07 12:04:43.089971
897,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,1,Science_Fiction,2026-03-07 12:04:43.090226
898,Ready Player One,19.07,4,1,Science_Fiction,2026-03-07 12:04:43.090484
899,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,1,Science_Fiction,2026-03-07 12:04:43.090739
900,Dune (Dune #1),54.86,1,1,Science_Fiction,2026-03-07 12:04:43.090996
901,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,1,Science_Fiction,2026-03-07 12:04:43.091250
902,Three Wishes (River of Time: California #1),44.18,2,1,Science_Fiction,2026-03-07 12:04:43.091504
903,The Last Girl (The Dominion Trilogy #1),36.26,2,1,Science_Fiction,2026-03-07 12:04:43.091763
904,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,1,Science_Fiction,2026-03-07 12:04:43.092017
905,Sapiens: A Brief History of Humankind,54.23,5,1,History,2026-03-07 12:04:43.719838
906,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,1,History,2026-03-07 12:04:43.722558
907,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,1,History,2026-03-07 12:04:43.722951
908,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,1,History,2026-03-07 12:04:43.723301
